id,web_name,team,now_cost,position,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,points_per_goal,points_per_assist,points_per_clean_sheet,points_per_save,points_per_minute,expected_points,xP_minus_Points,Points_minus_xP,gameweek
590,Whitworth,Crystal Palace,4.0,Goalkeeper,90,0,0,0,4,0,0,0,0,0,1,0,10,8.8,0.0,0.0,0.9,1,0.0,0.0,0.0,1.47,0,False,6,3,4,0.33,0.033,3.3000000000000003,3.3000000000000003,-3.3000000000000003,28
601,Rodney,Crystal Palace,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
604,Phillips,Crystal Palace,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
634,Gordon,Crystal Palace,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
642,Balmer,Crystal Palace,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
644,Goodman,Crystal Palace,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
654,Wells-Morrison,Crystal Palace,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
676,Ozoh,Crystal Palace,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
725,Ahamada,Crystal Palace,4.5,Midfielder,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05,1,False,5,3,1,0.0,0.033,0.264,-0.736,0.736,28
110,Maupay,Everton,5.8,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
176,Begović,Everton,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
177,Rondón,Everton,4.9,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
178,Coleman,Everton,4.4,Defender,83,0,0,0,2,0,0,0,0,0,0,0,8,15.0,0.9,2.0,1.8,1,0.0,0.0,0.0,1.99,1,False,6,3,4,0.0,0.033,2.7390000000000003,1.7390000000000003,-1.7390000000000003,28
179,Townsend,Everton,5.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
180,Keane,Everton,4.2,Defender,90,0,0,0,2,0,0,0,0,0,0,0,13,23.6,0.7,9.0,3.3,1,0.43,0.01,0.43,2.37,1,False,6,3,4,0.0,0.033,5.58,4.58,-4.58,28
181,Dele,Everton,5.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
182,Pickford,Everton,4.4,Goalkeeper,90,0,0,0,2,0,0,0,0,0,5,0,18,37.4,0.0,0.0,3.7,1,0.0,0.0,0.0,2.37,2,False,6,3,4,0.33,0.033,4.62,2.62,-2.62,28
183,Allan,Everton,4.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
184,André Gomes,Everton,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
185,A.Doucouré,Everton,5.3,Midfielder,90,1,1,0,2,0,0,0,0,0,0,3,37,62.6,21.3,35.0,11.9,1,0.5,0.01,0.51,2.37,13,True,5,3,1,0.0,0.033,8.5,-4.5,4.5,28
186,Iwobi,Everton,5.2,Midfielder,90,0,0,0,2,0,0,0,0,0,0,0,9,10.2,11.8,9.0,3.1,1,0.01,0.01,0.02,2.37,2,False,5,3,1,0.0,0.033,3.0500000000000003,1.0500000000000003,-1.0500000000000003,28
187,Gbamin,Everton,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
188,Mina,Everton,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
189,Gray,Everton,5.3,Midfielder,90,0,0,0,2,0,0,0,0,0,0,0,9,8.6,39.9,4.0,5.3,1,0.03,0.35,0.38,2.37,2,False,5,3,1,0.0,0.033,4.17,2.17,-2.17,28
190,Davies,Everton,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
191,Calvert-Lewin,Everton,7.9,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
192,Holgate,Everton,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
193,Godfrey,Everton,4.3,Defender,90,0,0,0,2,0,0,0,0,0,0,0,13,19.2,0.3,2.0,2.2,1,0.01,0.0,0.01,2.37,1,False,6,3,4,0.0,0.033,3.0300000000000002,2.0300000000000002,-2.0300000000000002,28
194,Mykolenko,Everton,4.2,Defender,6,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,0,0.0,0.0,0.0,0.38,1,False,6,3,4,0.0,0.033,0.198,-0.802,0.802,28
196,Branthwaite,Everton,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
197,Patterson,Everton,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
198,Nkounkou,Everton,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
199,Tarkowski,Everton,4.3,Defender,90,0,1,0,2,0,0,0,0,0,0,0,20,60.6,10.1,9.0,8.0,1,0.04,0.0,0.04,2.37,4,False,6,3,4,0.0,0.033,3.21,-0.79,0.79,28
475,Coady,Everton,4.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
531,Vinagre,Everton,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
534,McNeil,Everton,5.1,Midfielder,90,0,0,0,2,0,0,0,1,0,0,0,8,5.4,15.9,12.0,3.3,1,0.1,0.03,0.13,2.37,1,False,5,3,1,0.0,0.033,3.56,2.56,-2.56,28
560,Mills,Everton,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
561,Warrington,Everton,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
570,Garner,Everton,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
577,Onana,Everton,4.8,Midfielder,90,0,0,0,2,0,0,0,0,0,0,0,9,7.8,14.3,4.0,2.6,1,0.05,0.03,0.08,2.37,2,False,5,3,1,0.0,0.033,3.31,1.31,-1.31,28
605,Welch,Everton,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
611,Gueye,Everton,4.9,Midfielder,78,0,0,0,2,0,0,0,1,0,0,0,5,6.2,1.1,0.0,0.7,1,0.0,0.01,0.01,1.99,1,False,5,3,1,0.0,0.033,2.604,1.604,-1.604,28
627,Jakupović,Everton,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
637,John,Everton,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
662,Cannon,Everton,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
678,Price,Everton,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
686,Simms,Everton,4.5,Forward,11,1,0,0,0,0,0,0,0,0,0,0,28,34.0,0.1,19.0,5.3,0,0.26,0.0,0.26,0.38,5,False,4,3,0,0.0,0.033,1.403,-3.597,3.597,28
1,Cédric,Fulham,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
2,Leno,Fulham,4.5,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
105,Duffy,Fulham,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
200,Cairney,Fulham,4.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
201,Ream,Fulham,4.6,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
202,Knockaert,Fulham,4.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
203,Chalobah,Fulham,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
204,Kebano,Fulham,5.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
205,De Cordova-Reid,Fulham,5.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
206,Bryan,Fulham,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
207,Gazzaniga,Fulham,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
208,Kongolo,Fulham,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
209,Tosin,Fulham,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
210,Mitrović,Fulham,6.6,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
211,Reed,Fulham,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
212,Wilson,Fulham,5.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
213,Rodák,Fulham,4.3,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
214,Cavaleiro,Fulham,4.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
215,Tete,Fulham,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
216,Onomah,Fulham,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
217,Robinson,Fulham,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
218,Muniz,Fulham,5.4,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
219,Stansfield,Fulham,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
220,Palhinha,Fulham,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
231,James,Fulham,5.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
346,Andreas,Fulham,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
470,Diop,Fulham,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
521,Francois,Fulham,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
532,Mbabu,Fulham,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
546,Harris,Fulham,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
562,Solomon,Fulham,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
591,Ablade,Fulham,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
613,Kurzawa,Fulham,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
614,Willian,Fulham,5.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
618,Vinícius,Fulham,5.4,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
636,Parkes,Fulham,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
641,Godo,Fulham,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
667,Sekularac,Fulham,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
726,Lukic,Fulham,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
747,Wickens,Fulham,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
750,C.Robinson,Fulham,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
248,Schmeichel,Leicester,5.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
249,Evans,Leicester,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
250,Bertrand,Leicester,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
251,Albrighton,Leicester,4.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
252,Mendy,Leicester,4.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
253,Vestergaard,Leicester,3.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
254,Ward,Leicester,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
255,Vardy,Leicester,9.1,Forward,24,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,0,0.0,0.0,0.0,0.04,1,False,4,3,0,0.0,0.033,0.792,-0.20799999999999996,0.20799999999999996,28
256,Ricardo,Leicester,4.3,Defender,90,0,0,0,1,0,0,0,0,0,0,1,21,25.8,26.4,0.0,5.2,1,0.0,0.32,0.32,0.64,3,False,6,3,4,0.0,0.033,4.93,1.9299999999999997,-1.9299999999999997,28
257,Amartey,Leicester,4.0,Defender,90,0,0,0,1,0,0,0,0,0,0,0,15,17.0,1.0,4.0,2.2,1,0.03,0.0,0.03,0.64,2,False,6,3,4,0.0,0.033,3.1500000000000004,1.1500000000000004,-1.1500000000000004,28
258,Castagne,Leicester,4.4,Defender,90,0,0,0,1,0,0,0,0,0,0,0,15,25.6,1.7,7.0,3.4,1,0.05,0.01,0.06,0.64,2,False,6,3,4,0.0,0.033,3.3000000000000003,1.3000000000000003,-1.3000000000000003,28
259,Tielemans,Leicester,6.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
260,Pérez,Leicester,4.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
261,Maddison,Leicester,8.2,Midfielder,89,0,1,0,1,0,0,0,1,0,0,0,14,23.4,39.1,2.0,6.5,1,0.02,0.25,0.26,0.64,4,False,5,3,1,0.0,0.033,3.7870000000000004,-0.21299999999999963,0.21299999999999963,28
262,Iheanacho,Leicester,6.1,Forward,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,False,4,3,0,0.0,0.033,0.033,-0.967,0.967,28
263,Choudhury,Leicester,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
264,Barnes,Leicester,6.7,Midfielder,90,1,0,0,1,0,0,0,0,0,0,0,20,37.6,13.5,27.0,7.8,1,0.65,0.02,0.67,0.64,7,False,5,3,1,0.0,0.033,6.28,-0.7199999999999998,0.7199999999999998,28
265,Ndidi,Leicester,4.8,Midfielder,74,0,0,0,1,0,0,0,0,0,0,0,19,15.8,2.6,0.0,1.8,1,0.0,0.0,0.0,0.6,2,False,5,3,1,0.0,0.033,2.442,0.44200000000000017,-0.44200000000000017,28
266,Dewsbury-Hall,Leicester,4.9,Midfielder,90,0,0,0,1,0,0,0,0,0,0,0,7,25.6,24.1,8.0,5.8,1,0.07,0.03,0.1,0.64,2,False,5,3,1,0.0,0.033,3.41,1.4100000000000001,-1.4100000000000001,28
267,Söyüncü,Leicester,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
268,Justin,Leicester,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
269,Soumaré,Leicester,4.4,Midfielder,15,0,0,0,0,0,0,0,1,0,0,0,0,1.2,14.4,0.0,1.6,0,0.0,0.02,0.02,0.04,0,False,5,3,1,0.0,0.033,0.5549999999999999,0.5549999999999999,-0.5549999999999999,28
270,Thomas,Leicester,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
271,Daka,Leicester,5.6,Forward,65,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.4,15.0,1.2,1,0.31,0.01,0.31,0.6,2,False,4,3,0,0.0,0.033,3.415,1.415,-1.415,28
273,Brunt,Leicester,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
548,Iversen,Leicester,3.8,Goalkeeper,90,0,0,0,1,0,0,0,0,0,1,0,10,7.0,0.0,0.0,0.7,1,0.0,0.0,0.0,0.64,2,False,6,3,4,0.33,0.033,3.3000000000000003,1.3000000000000003,-1.3000000000000003,28
549,Praet,Leicester,4.8,Midfielder,24,0,0,0,0,0,0,0,0,0,0,0,4,3.4,0.7,0.0,0.4,0,0.0,0.0,0.0,0.04,1,False,5,3,1,0.0,0.033,0.792,-0.20799999999999996,0.20799999999999996,28
581,Smithies,Leicester,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
612,Faes,Leicester,4.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
639,Braybrooke,Leicester,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
645,Wormleighton,Leicester,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
