id,web_name,team,now_cost,position,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,points_per_goal,points_per_assist,points_per_clean_sheet,points_per_save,points_per_minute,expected_points,xP_minus_Points,Points_minus_xP,gameweek
687,McAteer,Leicester,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
709,Kristiansen,Leicester,4.5,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
715,Tetê,Leicester,5.3,Midfielder,65,0,0,0,1,0,0,0,0,0,0,0,8,8.4,15.0,15.0,3.8,1,0.16,0.03,0.19,0.6,2,False,5,3,1,0.0,0.033,3.035,1.0350000000000001,-1.0350000000000001,28
727,Souttar,Leicester,4.5,Defender,90,0,0,0,1,0,0,0,0,0,0,0,20,33.4,0.3,7.0,4.1,1,0.06,0.0,0.07,0.64,2,False,6,3,4,0.0,0.033,3.33,1.33,-1.33,28
735,Marçal-Madivadua,Leicester,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
221,Cooper,Leeds,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
222,Ayling,Leeds,4.5,Defender,90,1,0,0,2,0,0,0,1,0,0,0,17,49.0,0.5,35.0,8.5,1,0.5,0.09,0.59,2.86,6,False,6,3,4,0.0,0.033,6.24,0.2400000000000002,-0.2400000000000002,28
223,Klich,Leeds,4.6,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
224,Forshaw,Leeds,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
225,Rodrigo,Leeds,6.3,Midfielder,23,1,0,0,1,0,0,0,0,0,0,0,20,36.2,1.2,21.0,5.8,0,0.38,0.0,0.38,1.5,6,False,5,3,1,0.0,0.033,2.659,-3.341,3.341,28
226,Dallas,Leeds,4.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
227,Bamford,Leeds,7.1,Forward,66,0,0,0,1,0,0,0,0,0,0,0,9,5.0,15.0,3.0,2.3,1,0.06,0.08,0.13,1.36,2,False,4,3,0,0.0,0.033,2.658,0.6579999999999999,-0.6579999999999999,28
228,Llorente,Leeds,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
229,Roberts,Leeds,5.0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
230,Koch,Leeds,4.5,Defender,90,0,0,0,2,0,0,0,0,0,0,0,12,19.0,0.3,0.0,1.9,1,0.0,0.0,0.0,2.86,1,False,6,3,4,0.0,0.033,2.97,1.9700000000000002,-1.9700000000000002,28
232,Raphinha,Leeds,7.0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
233,Harrison,Leeds,5.7,Midfielder,90,1,0,0,2,0,0,0,0,0,0,2,27,39.6,4.8,22.0,6.6,1,0.27,0.0,0.27,2.86,9,False,5,3,1,0.0,0.033,6.32,-2.6799999999999997,2.6799999999999997,28
234,Shackleton,Leeds,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
235,Struijk,Leeds,4.5,Defender,9,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.1,0.0,0.3,0,0.0,0.0,0.0,0.21,1,False,6,3,4,0.0,0.033,0.29700000000000004,-0.703,0.703,28
236,Klaesson,Leeds,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
237,Greenwood,Leeds,4.0,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
238,Meslier,Leeds,4.5,Goalkeeper,90,0,0,0,2,0,0,0,1,0,6,0,18,52.8,0.0,0.0,5.3,1,0.0,0.0,0.0,2.86,2,False,6,3,4,0.33,0.033,4.95,2.95,-2.95,28
239,Firpo,Leeds,4.5,Defender,80,0,0,0,2,0,0,0,1,0,0,0,9,8.0,4.4,0.0,1.2,1,0.0,0.02,0.02,2.66,0,False,6,3,4,0.0,0.033,2.7,2.7,-2.7,28
240,Summerville,Leeds,4.2,Midfielder,9,0,1,0,0,0,0,0,0,0,0,0,15,21.8,13.3,2.0,3.7,0,0.0,0.12,0.12,0.21,4,False,5,3,1,0.0,0.033,0.657,-3.343,3.343,28
241,Bate,Leeds,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
242,Gelhardt,Leeds,5.1,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
243,Hjelde,Leeds,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
244,Kristensen,Leeds,4.7,Defender,29,1,0,0,2,0,0,0,0,0,0,1,24,41.6,0.5,19.0,6.1,0,0.06,0.0,0.06,1.55,7,True,6,3,4,0.0,0.033,2.317,-4.683,4.683,28
245,Roca,Leeds,4.8,Midfielder,90,0,1,0,2,0,0,0,1,0,0,0,11,23.4,40.2,2.0,6.6,1,0.07,0.16,0.24,2.86,4,False,5,3,1,0.0,0.033,3.8000000000000003,-0.19999999999999973,0.19999999999999973,28
246,Aaronson,Leeds,5.3,Midfielder,80,0,0,0,2,0,0,0,0,0,0,0,9,9.4,14.5,5.0,2.9,1,0.02,0.22,0.24,2.66,2,False,5,3,1,0.0,0.033,3.4000000000000004,1.4000000000000004,-1.4000000000000004,28
247,Gyabi,Leeds,4.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
506,Adams,Leeds,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
508,Sinisterra,Leeds,6.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
547,Drameh,Leeds,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
565,Gray,Leeds,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
578,Robles,Leeds,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
619,Gnonto,Leeds,4.9,Forward,60,0,1,1,0,0,0,0,0,0,0,0,16,21.8,13.9,4.0,4.0,1,0.0,0.01,0.01,1.31,5,False,4,3,0,0.0,0.033,2.01,-2.99,2.99,28
659,Mateo Joseph,Leeds,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
663,Perkins,Leeds,4.5,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
691,Wöber,Leeds,4.5,Defender,90,0,0,0,2,0,0,0,0,0,0,0,15,25.2,0.5,0.0,2.6,1,0.0,0.0,0.0,2.86,1,False,6,3,4,0.0,0.033,2.97,1.9700000000000002,-1.9700000000000002,28
700,Rutter,Leeds,5.3,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
720,McKennie,Leeds,4.7,Midfielder,90,0,0,0,2,0,0,0,1,0,0,0,4,9.4,2.3,9.0,2.1,1,0.12,0.01,0.13,2.86,1,False,5,3,1,0.0,0.033,3.6,2.6,-2.6,28
742,Chilokoa-Mullen,Leeds,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
743,Monteiro,Leeds,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
274,Milner,Liverpool,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
275,Henderson,Liverpool,5.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
276,Matip,Liverpool,5.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
277,Thiago,Liverpool,5.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
278,Chamberlain,Liverpool,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
279,Firmino,Liverpool,8.0,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
280,Van Dijk,Liverpool,6.5,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
281,Alisson,Liverpool,5.4,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
282,Fabinho,Liverpool,5.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
283,Salah,Liverpool,12.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
284,Robertson,Liverpool,6.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
285,Alexander-Arnold,Liverpool,7.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
286,Gomez,Liverpool,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
287,Keita,Liverpool,4.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
288,Diogo Jota,Liverpool,8.7,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
289,Kelleher,Liverpool,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
290,Konaté,Liverpool,4.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
291,Jones,Liverpool,4.9,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
292,Tsimikas,Liverpool,4.3,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
293,Luis Díaz,Liverpool,7.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
294,Elliott,Liverpool,4.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
296,Carvalho,Liverpool,5.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
297,Darwin,Liverpool,8.8,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
298,Ramsay,Liverpool,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
497,Adrián,Liverpool,3.9,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
498,R.Williams,Liverpool,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
499,Davies,Liverpool,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
500,Van den Berg,Liverpool,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
501,Phillips,Liverpool,3.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
563,Chambers,Liverpool,4.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
564,Bajcetic,Liverpool,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
584,Clark,Liverpool,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
592,H.Davies,Liverpool,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
620,Arthur,Liverpool,4.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
665,Doak,Liverpool,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
680,Gakpo,Liverpool,7.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
299,Walker,Man City,4.7,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
300,Gündogan,Man City,7.3,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
301,De Bruyne,Man City,12.0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
302,Stones,Man City,5.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
303,Mahrez,Man City,7.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
305,Grealish,Man City,6.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
306,Cancelo,Man City,7.1,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
307,Ederson,Man City,5.4,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
308,Aké,Man City,5.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
309,Laporte,Man City,5.7,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
310,Steffen,Man City,4.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
311,Bernardo,Man City,6.7,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
312,Dias,Man City,5.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
314,Foden,Man City,8.0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
315,Rodri,Man City,5.6,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
316,Palmer,Man City,4.2,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
317,McAtee,Man City,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
318,Haaland,Man City,12.0,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
319,Álvarez,Man City,6.0,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
320,Mbete,Man City,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
322,Wilson-Esbrand,Man City,3.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
323,Delap,Man City,4.4,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
324,Ortega,Man City,3.8,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
325,Phillips,Man City,4.8,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
502,Carson,Man City,3.8,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
573,Lewis,Man City,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
587,Sergio Gómez,Man City,4.4,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
599,Gomes,Man City,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
600,Knight,Man City,4.5,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
610,Akanji,Man City,5.0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
712,Perrone,Man City,4.4,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
162,Butland,Man Utd,4.4,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
326,Ronaldo,Man Utd,10.2,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,3,0,0.0,0.033,0.0,0.0,0.0,28
327,De Gea,Man Utd,5.0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.33,0.033,0.0,0.0,0.0,28
328,Jones,Man Utd,3.9,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
329,Varane,Man Utd,4.8,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
330,Maguire,Man Utd,4.7,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
331,Fred,Man Utd,5.1,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
332,Shaw,Man Utd,5.2,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,6,3,4,0.0,0.033,0.0,0.0,0.0,28
333,Fernandes,Man Utd,9.6,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,5,3,1,0.0,0.033,0.0,0.0,0.0,28
